Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
3235,Maruti Swift VDI BSIV,3.7,63740.0,Diesel,Manual,2,2014.0,1396.0,5.0
3236,Renault KWID RXT,2.49,53827.0,Petrol,Manual,1,2016.0,1197.0,5.0
3237,Kia Sonet HTX Turbo iMT,10.37,13997.0,Petrol,Manual,1,2021.0,1299.0,7.0
3238,Toyota Fortuner 2.8 2WD MT BSIV,19.8,120949.0,Diesel,Manual,2,2017.0,1248.0,5.0
3239,Honda City i VTEC V,6.44,42189.0,Petrol,Manual,1,2017.0,1086.0,5.0
3240,Hyundai i20 1.4 CRDi Sportz,2.83,34341.0,Diesel,Manual,1,2012.0,1493.0,6.0
3241,Hyundai Grand i10 Nios Sportz,6.59,18881.0,Petrol,Manual,1,2020.0,993.0,5.0
3242,Ford Ikon 1.3 CLXi,1.0,127335.0,Petrol,Manual,2,2009.0,1248.0,5.0
3243,Maruti Vitara Brezza VDi,7.5,26201.0,Diesel,Manual,1,2019.0,1462.0,7.0
3244,Hyundai i10 Sportz 1.1L,2.48,107263.0,Petrol,Manual,1,2014.0,998.0,5.0
3245,Mahindra Bolero Power Plus SLX,6.13,58245.0,Diesel,Manual,1,2017.0,1499.0,7.0
3246,Maruti Zen LXI,1.0,142740.0,Petrol,Manual,2,2006.0,2755.0,5.0
3247,Maruti Swift VDI BSIV,4.25,51755.0,Diesel,Manual,1,2015.0,1193.0,7.0
3248,Maruti XL6 Zeta,9.54,84284.0,Petrol,Manual,1,2020.0,2179.0,5.0
3249,Maruti Wagon R LXI BS IV,2.76,94087.0,Petrol,Manual,1,2015.0,998.0,5.0
3250,Ford Fiesta Petrol Titanium,2.78,56292.0,Petrol,Manual,1,2011.0,2393.0,5.0
3251,Toyota Fortuner 2.8 2WD MT,29.32,91604.0,Diesel,Manual,2,2020.0,2179.0,5.0
3252,Tata Zest Revotron 1.2 XT,2.66,56290.0,Petrol,Manual,1,2015.0,1248.0,5.0
3253,Mahindra XUV500 W8 2WD,6.01,41086.0,Diesel,Manual,4,2015.0,1364.0,7.0
3254,Maruti Alto K10 VXI,2.6,38137.0,Petrol,Manual,1,2016.0,1197.0,5.0
3255,Toyota Innova Crysta 2.4 GX 7 STR AT,22.16,11724.0,Diesel,Automatic,1,2022.0,1120.0,5.0
3256,Tata Safari Storme LX,5.29,111023.0,Diesel,Manual,4,2016.0,2198.0,5.0
3257,Chevrolet Sail Hatchback LS ABS,2.54,63936.0,Diesel,Manual,1,2013.0,1461.0,5.0
3258,Toyota Etios GD,2.96,229289.0,Diesel,Manual,1,2013.0,1497.0,5.0
3259,Hyundai i20 1.2 Asta,5.63,21292.0,Petrol,Manual,1,2017.0,1396.0,5.0
3260,Hyundai Grand i10 CRDi Magna,3.48,99561.0,Diesel,Manual,1,2016.0,1193.0,5.0
3261,Ford Endeavour 2.2 Trend AT 4X2,13.38,103066.0,Diesel,Automatic,2,2016.0,998.0,5.0
3262,Renault Duster 110PS Diesel RxL,3.62,102141.0,Diesel,Manual,2,2014.0,1498.0,5.0
3263,Ford Ecosport 1.5 Petrol Titanium BSIV,6.35,49320.0,Petrol,Manual,1,2017.0,796.0,5.0
3264,Tata Indigo LX BSIV,1.72,43239.0,Diesel,Manual,1,2015.0,1497.0,5.0
3265,Tata Indigo Emax CNG GLS,2.47,112051.0,Cng,Manual,1,2017.0,1199.0,5.0
3266,Maruti Celerio ZXI AMT BSIV,3.46,7999.0,Petrol,Automatic,2,2017.0,5461.0,4.0
3267,Ford Ecosport 1.5 DV5 MT Trend,3.81,86269.0,Diesel,Manual,1,2013.0,1197.0,5.0
3268,Maruti Alto LXi BSIII,1.2,15166.0,Petrol,Manual,1,2010.0,3996.0,5.0
3269,Tata Tigor EV XM,6.31,25882.0,Electric,Automatic,1,2019.0,1582.0,5.0
3270,Honda City 1.5 S AT,2.69,57209.0,Petrol,Automatic,1,2009.0,1950.0,5.0
3271,Volkswagen CrossPolo 1.2 TDI,3.38,94848.0,Diesel,Manual,3,2013.0,1061.0,5.0
3272,Mercedes-Benz G G63 AMG,152.0,47000.0,Petrol,Automatic,2,2017.0,1950.0,5.0
3273,Hyundai Xcent 1.2 VTVT S,4.79,9669.0,Petrol,Manual,1,2018.0,1956.0,5.0
3274,Porsche Panamera GTS,175.0,10000.0,Petrol,Automatic,1,2019.0,1061.0,5.0
3275,Hyundai Verna 1.6 SX,4.11,111246.0,Diesel,Manual,3,2014.0,1991.0,5.0
3276,Mercedes-Benz E-Class Exclusive E 220 d BSIV,44.0,44000.0,Diesel,Automatic,1,2017.0,1396.0,7.0
3277,Maruti Wagon R VXI Minor,1.43,55118.0,Petrol,Manual,1,2010.0,1197.0,5.0
3278,Mercedes-Benz E-Class Exclusive E 220 d BSIV,43.5,39000.0,Diesel,Automatic,1,2017.0,2393.0,5.0
3279,Tata Harrier XT plus Dark Edition,11.91,128924.0,Diesel,Manual,1,2021.0,1197.0,5.0
3280,Maruti Wagon R LX Minor,1.06,55842.0,Petrol,Manual,1,2010.0,998.0,5.0
3281,Mercedes-Benz GLC 200,56.5,32000.0,Petrol,Automatic,1,2020.0,1582.0,5.0
3282,Hyundai i20 1.4 CRDi Asta,2.85,96732.0,Diesel,Manual,1,2012.0,1493.0,5.0
3283,Hyundai Grand i10 Asta,3.33,38370.0,Petrol,Manual,1,2014.0,1248.0,5.0
3284,Toyota Innova Crysta 2.4 G MT BSIV,9.06,126401.0,Diesel,Manual,2,2017.0,998.0,5.0
3285,Hyundai i20 Active 1.2 S,5.14,44357.0,Petrol,Manual,2,2017.0,1197.0,7.0
3286,Maruti Wagon R LXI BS IV,2.23,60545.0,Petrol,Manual,1,2013.0,1120.0,5.0
3287,Hyundai Verna 1.6 SX,3.17,132004.0,Diesel,Manual,3,2012.0,2179.0,5.0
3288,Kia Seltos HTK Plus D,13.25,7000.0,Diesel,Manual,1,2021.0,1248.0,8.0
3289,Maruti Vitara Brezza ZDi,8.05,36096.0,Diesel,Manual,1,2019.0,1197.0,5.0
3290,Maruti Wagon R VXI,5.23,9264.0,Petrol,Manual,1,2021.0,2494.0,5.0
3291,Hyundai Grand i10 Asta Option,2.58,112870.0,Petrol,Manual,1,2013.0,1198.0,8.0
3292,Hyundai Xcent 1.1 CRDi S,2.97,56522.0,Diesel,Manual,2,2014.0,998.0,5.0
3293,Mahindra Scorpio S11 BSIV,12.51,74206.0,Diesel,Manual,1,2018.0,2393.0,5.0
3294,Maruti Swift Dzire VDI,6.65,70000.0,Diesel,Manual,1,2018.0,1047.0,5.0
3295,Hyundai i20 1.2 Asta Option,5.63,50924.0,Petrol,Manual,2,2018.0,1197.0,5.0
3296,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.74,55681.0,Diesel,Manual,1,2015.0,998.0,5.0
3297,Tata Nexon 1.2 Revotron XM,6.46,13308.0,Petrol,Manual,1,2019.0,998.0,7.0
3298,Maruti Zen Estilo LXI BS IV,1.67,27420.0,Petrol,Manual,1,2011.0,1248.0,5.0
3299,Toyota Innova Crysta 2.4 VX MT 8S BSIV,15.05,143696.0,Diesel,Manual,1,2018.0,1999.0,4.0
3300,Tata Tiago 1.05 Revotorq XT,3.74,117792.0,Diesel,Manual,1,2017.0,2995.0,6.0
3301,Maruti Swift Dzire AMT VXI,5.19,47131.0,Petrol,Automatic,1,2017.0,1991.0,5.0
3302,Maruti Wagon R LXI CNG,1.95,104155.0,Cng,Manual,1,2012.0,1950.0,8.0
3303,Maruti A-Star Lxi,1.6,54573.0,Petrol,Manual,1,2011.0,1498.0,5.0
3304,Maruti Baleno 1.3 Zeta,5.88,84143.0,Diesel,Manual,3,2019.0,2494.0,7.0
3305,Land Rover Discovery Sport TD4 HSE Luxury,48.0,46000.0,Diesel,Automatic,1,2019.0,1199.0,5.0
3306,Audi Q8 55 TFSI Quattro,102.0,28000.0,Petrol,Automatic,1,2021.0,4134.0,5.0
3307,Mercedes-Benz C-Class C300 Cabriolet,68.0,30000.0,Petrol,Automatic,1,2019.0,998.0,5.0
3308,Mercedes-Benz V-Class Exclusive,59.0,47000.0,Diesel,Automatic,2,2019.0,1197.0,5.0
3309,Ford Ecosport Titanium Diesel,7.35,46029.0,Diesel,Manual,1,2021.0,1396.0,7.0
3310,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.8,205479.0,Diesel,Manual,2,2016.0,1248.0,5.0
3311,Tata Nexon XMA AMT S,9.99,39353.0,Petrol,Automatic,1,2020.0,2755.0,7.0
3312,Audi Q7 4.2 TDI quattro,17.26,80087.0,Diesel,Automatic,3,2011.0,1950.0,5.0
3313,Kia Sonet HTX Turbo iMT,10.62,14067.0,Petrol,Manual,1,2021.0,1462.0,5.0
3314,Maruti Baleno Delta,6.69,13341.0,Petrol,Manual,1,2021.0,1197.0,5.0
3315,Hyundai i20 Active 1.4 SX,5.74,59326.0,Diesel,Manual,2,2017.0,1798.0,5.0
3316,Maruti Swift VDI BSIV,3.51,71093.0,Diesel,Manual,1,2014.0,1197.0,5.0
3317,Toyota Fortuner 2.8 4WD AT BSIV,32.0,94000.0,Diesel,Automatic,1,2018.0,796.0,7.0
3318,Mercedes-Benz E-Class Exclusive E 220d,74.75,13000.0,Diesel,Automatic,1,2021.0,1956.0,5.0
3319,Maruti Ertiga ZXI Plus,9.46,29267.0,Petrol,Manual,1,2019.0,2179.0,5.0
3320,Maruti Swift Dzire AMT VXI,7.16,9695.0,Petrol,Automatic,1,2019.0,1199.0,5.0
3321,Toyota Corolla Altis G MT,8.83,49470.0,Petrol,Manual,1,2016.0,1956.0,5.0
3322,Volkswagen Vento 1.2 TSI Highline AT,7.31,27334.0,Petrol,Automatic,1,2016.0,1186.0,5.0
3323,Maruti Alto 800 LXI,2.68,35275.0,Petrol,Manual,1,2016.0,1497.0,5.0
3324,Jeep Compass 2.0 Limited Plus AT,22.13,32365.0,Diesel,Automatic,1,2020.0,1497.0,5.0
3325,Tata Hexa XT,10.21,57366.0,Diesel,Manual,1,2017.0,1199.0,5.0
3326,Tata Altroz XZ,7.3,30972.0,Petrol,Manual,1,2020.0,1956.0,7.0
3327,Jeep Compass 2.0 Sport,11.78,63641.0,Diesel,Manual,2,2018.0,1248.0,7.0
3328,Hyundai Grand i10 1.2 CRDi Sportz,5.2,36171.0,Diesel,Manual,1,2018.0,2179.0,6.0
3329,Honda City i-VTEC CVT ZX,9.5,33851.0,Petrol,Automatic,1,2017.0,1373.0,5.0
3330,Honda City i VTEC V,6.08,73414.0,Petrol,Manual,1,2015.0,1198.0,5.0
3331,Tata Tiago 1.2 Revotron XZ,4.31,65938.0,Petrol,Manual,1,2017.0,796.0,5.0
3332,MG Hector Sharp Diesel MT,17.3,27122.0,Diesel,Manual,1,2020.0,1461.0,7.0
3333,Maruti Baleno 1.3 Zeta,5.55,73994.0,Diesel,Manual,2,2017.0,1497.0,5.0
3334,Tata Safari Storme VX Varicor 400,7.69,65779.0,Diesel,Manual,1,2016.0,1493.0,5.0
3335,Maruti Ertiga BSIV ZXI,7.86,51239.0,Petrol,Manual,1,2018.0,1396.0,5.0
3336,Mahindra KUV 100 mFALCON G80 K4,3.66,70222.0,Petrol,Manual,1,2017.0,1086.0,5.0
3337,Maruti Alto 800 VXI,4.12,3415.0,Petrol,Manual,1,2021.0,1086.0,7.0
3338,Nissan Terrano XL Plus 85 PS,4.2,110000.0,Diesel,Manual,1,2014.0,1199.0,5.0
3339,Honda City 1.5 S AT,2.0,80000.0,Petrol,Automatic,3,2008.0,2179.0,5.0
3340,Mahindra Bolero Power Plus ZLX,6.0,150000.0,Diesel,Manual,1,2017.0,1199.0,5.0
3341,Hyundai i20 Asta 1.4 CRDi,5.4,97000.0,Diesel,Manual,2,2015.0,1248.0,5.0
3342,Hyundai i10 Era,2.25,80000.0,Petrol,Manual,3,2009.0,2967.0,7.0
3343,Hyundai i10 Era,1.8,25000.0,Petrol,Manual,1,2011.0,1197.0,5.0
3344,Volkswagen Polo Diesel Highline 1.2L,2.7,60000.0,Diesel,Manual,2,2012.0,2494.0,4.0
3345,Tata New Safari Dicor EX 4X2 BS IV,3.25,80000.0,Diesel,Manual,1,2013.0,1396.0,5.0
3346,Chevrolet Beat LS,1.95,100000.0,Petrol,Manual,2,2017.0,796.0,5.0
3347,Maruti Swift Dzire VDI Optional,4.6,30000.0,Diesel,Manual,1,2015.0,2993.0,5.0
3348,Porsche Cayenne Diesel,22.0,120000.0,Diesel,Automatic,2,2011.0,1248.0,5.0
3349,Maruti Swift VXI,2.1,110000.0,Petrol,Manual,4,2011.0,1197.0,5.0
3350,Toyota Innova 2.5 VX (Diesel) 7 Seater,5.5,120000.0,Diesel,Manual,3,2013.0,1461.0,5.0
3351,Tata Indica eV2 LS,1.13,110000.0,Diesel,Manual,1,2016.0,998.0,4.0
3352,Maruti 800 Std,1.0,80000.0,Petrol,Manual,2,1999.0,1997.0,5.0
3353,BMW X5 xDrive 30d Design Pure Experience 5 Seater,20.0,150000.0,Diesel,Automatic,1,2014.0,1997.0,5.0
3354,Maruti Swift Dzire VDI,5.6,80000.0,Diesel,Manual,3,2016.0,1248.0,5.0
3355,Hyundai Xcent 1.2 VTVT E,3.94,10000.0,Petrol,Manual,1,2019.0,1582.0,5.0
3356,Renault Duster 110PS Diesel RxL,4.0,120000.0,Diesel,Manual,1,2015.0,1197.0,5.0
3357,Maruti Wagon R VXI,5.6,5000.0,Petrol,Manual,1,2022.0,1248.0,5.0
3358,BMW 5 Series 520i,9.0,90000.0,Petrol,Automatic,2,2012.0,1086.0,5.0
3359,Mahindra Thar LX 4-Str Hard Top AT,13.75,20000.0,Petrol,Automatic,1,2020.0,1462.0,5.0
3360,Maruti Swift VDI BSIV W ABS,2.35,100000.0,Diesel,Manual,3,2010.0,1086.0,7.0
3361,Hyundai Verna 1.6 SX,3.65,120000.0,Diesel,Manual,1,2013.0,2179.0,5.0
3362,Honda City 1.5 GXI,1.3,90000.0,Petrol,Manual,4,2005.0,1193.0,5.0
3363,Maruti Swift VXI,5.5,50000.0,Petrol,Manual,1,2017.0,1497.0,5.0
3364,Maruti Ritz VDi,3.0,90000.0,Diesel,Manual,2,2014.0,1998.0,5.0
3365,Hyundai Santro Magna,4.0,3700.0,Petrol,Manual,1,2021.0,1582.0,5.0
3366,Maruti Ciaz Zeta,9.0,15000.0,Petrol,Manual,1,2020.0,1197.0,5.0
3367,Hyundai Santro Era,4.25,20000.0,Petrol,Manual,1,2019.0,1798.0,5.0
3368,Mahindra XUV500 W8 FWD,6.3,120000.0,Diesel,Manual,1,2013.0,1248.0,5.0
3369,Tata Zest Revotron 1.2T XM,3.4,60000.0,Petrol,Manual,1,2016.0,1399.0,7.0
3370,Honda City 1.5 S MT,2.55,60000.0,Petrol,Manual,3,2011.0,2982.0,7.0
3371,Chevrolet Cruze LTZ,4.8,40000.0,Diesel,Manual,2,2016.0,2179.0,5.0
3372,Hyundai Verna 1.6 CRDI,2.9,110000.0,Diesel,Manual,3,2011.0,998.0,5.0
3373,Hyundai i10 Sportz,2.1,70000.0,Petrol,Manual,4,2011.0,1298.0,5.0
3374,Skoda Superb 1.8 TSI MT,3.0,110000.0,Petrol,Manual,1,2011.0,796.0,5.0
3375,Maruti Swift VDI BSIV,1.9,70000.0,Diesel,Manual,2,2010.0,1497.0,5.0
3376,Ford Figo Diesel EXI,1.0,80000.0,Diesel,Manual,2,2011.0,1896.0,7.0
3377,Toyota Fortuner 4x2 Manual,12.7,110000.0,Diesel,Manual,3,2015.0,2179.0,5.0
3378,Mahindra XUV500 W8 AWD,7.0,60000.0,Diesel,Manual,1,2013.0,1498.0,7.0
3379,Maruti Alto K10 VXI,2.85,70000.0,Petrol,Manual,1,2016.0,1956.0,5.0
3380,Maruti Esteem Vxi,1.0,120000.0,Petrol,Manual,2,2007.0,1591.0,5.0
3381,Maruti Alto LX,1.0,15000.0,Petrol,Manual,1,2005.0,1461.0,5.0
3382,Honda City 1.5 S Inspire,2.13,110000.0,Petrol,Manual,2,2009.0,796.0,7.0
3383,Skoda New Laura Ambiente 1.9 PD,1.5,120000.0,Diesel,Manual,2,2007.0,2179.0,5.0
3384,Tata Hexa XTA,10.8,80000.0,Diesel,Automatic,2,2018.0,1198.0,5.0
3385,Volkswagen Ameo 1.5 TDI Highline Plus 16,5.35,50000.0,Diesel,Manual,2,2018.0,1498.0,2.0
3386,Tata New Safari XZ Plus,20.65,35000.0,Diesel,Manual,1,2021.0,2523.0,5.0
3387,Hyundai Verna VTVT 1.6 SX Option,8.75,60000.0,Petrol,Manual,1,2019.0,796.0,5.0
3388,Nissan Micra Diesel XV,2.66,110000.0,Diesel,Manual,2,2013.0,2499.0,5.0
3389,Maruti Alto LX,1.25,135000.0,Petrol,Manual,4,2009.0,1248.0,7.0
3390,Mahindra XUV500 W8 FWD,5.25,90000.0,Diesel,Manual,2,2013.0,2523.0,5.0
3391,Honda Brio S MT,2.7,67000.0,Petrol,Manual,2,2013.0,1298.0,5.0
3392,Honda Amaze EX i-Dtech,2.5,90000.0,Diesel,Manual,3,2014.0,1396.0,5.0
3393,Mahindra Bolero Pik Up Extra Long CBC 1.7T,6.9,300000.0,Diesel,Manual,1,2019.0,1197.0,5.0
3394,Maruti Alto LXi BSIII,1.35,50000.0,Petrol,Manual,2,2008.0,1995.0,5.0
3395,Isuzu D-Max S CAB,7.76,5000.0,Diesel,Manual,1,2022.0,1461.0,5.0
3396,Maruti Swift Dzire VDI,4.25,100000.0,Diesel,Manual,2,2014.0,1198.0,5.0
3397,Mahindra Bolero SLE,3.0,110000.0,Diesel,Manual,3,2011.0,998.0,5.0
3398,Maruti Swift Dzire VXi,1.6,80000.0,Petrol,Manual,2,2009.0,1498.0,5.0
3399,Hyundai Creta 1.4 CRDi Base,8.0,78000.0,Diesel,Manual,1,2017.0,1396.0,5.0
3400,Maruti Swift VXi BSIV,1.2,90000.0,Petrol,Manual,3,2008.0,1586.0,5.0
3401,BMW 3 Series 320d,3.75,100000.0,Diesel,Automatic,3,2007.0,998.0,5.0
3402,Mahindra Verito Vibe 1.5 dCi D6,2.0,136000.0,Diesel,Manual,2,2013.0,1968.0,5.0
3403,Honda CR-V MT With Sun Roof,6.5,136000.0,Petrol,Manual,3,2012.0,999.0,5.0
3404,Maruti Alto K10 VXI,3.25,40000.0,Petrol,Manual,1,2018.0,1493.0,5.0
3405,Volkswagen Polo 1.5 TDI Highline,3.65,110000.0,Diesel,Manual,1,2015.0,1197.0,5.0
3406,Hyundai i20 Sportz 1.4 CRDi,3.1,70000.0,Diesel,Manual,3,2014.0,999.0,5.0
3407,Maruti SX4 Zxi with Leather BSIII,1.2,90000.0,Petrol,Manual,2,2007.0,1061.0,5.0
3408,Maruti Celerio VXI,3.35,60000.0,Petrol,Manual,1,2016.0,1995.0,5.0
3409,Audi Q3 35 TDI Quattro Premium Plus,12.5,40000.0,Diesel,Automatic,4,2014.0,998.0,5.0
3410,Hyundai Santro GLS I - Euro II,1.0,147000.0,Petrol,Manual,1,2000.0,1248.0,5.0
3411,Hyundai Creta SX Opt Knight Diesel AT DT,20.0,20000.0,Diesel,Automatic,1,2021.0,999.0,5.0
3412,Maruti Baleno Zeta,7.1,20000.0,Petrol,Manual,1,2021.0,1197.0,5.0
3413,Renault KWID 1.0 RXT,2.7,35000.0,Petrol,Manual,1,2017.0,1956.0,5.0
3414,Maruti Wagon R LXI BSIII,1.0,60000.0,Petrol,Manual,1,2005.0,1197.0,5.0
3415,BMW X1 sDrive 18i,8.0,100000.0,Petrol,Automatic,2,2011.0,1197.0,5.0
3416,Maruti Alto K10 VXI AMT,3.5,25000.0,Petrol,Automatic,2,2017.0,1248.0,5.0
3417,Maruti Swift VDI BSIV,2.4,60000.0,Diesel,Manual,1,2015.0,1968.0,5.0
3418,Renault KWID 1.0 RXT Optional AT 2016-2019,3.09,45095.0,Petrol,Automatic,1,2017.0,1248.0,5.0
3419,Toyota Etios Liva G,2.04,30056.0,Petrol,Manual,2,2011.0,814.0,7.0
3420,Tata Harrier XT,15.42,32638.0,Diesel,Manual,1,2021.0,2967.0,5.0
3421,Maruti Ignis Sigma,4.89,21513.0,Petrol,Manual,1,2020.0,1798.0,7.0
3422,Maruti Swift Dzire VXI,3.87,55325.0,Petrol,Manual,1,2015.0,2179.0,5.0
3423,Maruti Swift Dzire LDi,1.48,163043.0,Diesel,Manual,3,2009.0,1248.0,5.0
3424,Audi A4 2.0 TDI,7.6,117180.0,Diesel,Automatic,3,2011.0,1956.0,7.0
3425,Maruti Swift VDI BSIV,3.01,156932.0,Diesel,Manual,3,2014.0,2494.0,5.0
3426,Hyundai EON Magna Plus,1.84,28508.0,Petrol,Manual,1,2013.0,1373.0,5.0
3427,Audi Q7 3.0 TDI Quattro Premium Plus,11.02,86594.0,Diesel,Automatic,3,2009.0,1197.0,5.0
3428,Skoda Superb Elegance 1.8 TSI,5.11,61090.0,Petrol,Manual,2,2011.0,1497.0,5.0
3429,Mahindra Scorpio SLE 7S BSIII,3.7,295392.0,Diesel,Manual,1,2011.0,1197.0,5.0
3430,Maruti Swift LDI,2.5,84132.0,Diesel,Manual,1,2012.0,1582.0,7.0
3431,Jeep Compass 2.0 Limited Option 4X4,11.25,99695.0,Diesel,Manual,1,2017.0,2393.0,5.0
3432,Toyota Innova 2.5 ZX Diesel 7 Seater,7.51,98234.0,Diesel,Manual,1,2014.0,1461.0,7.0
3433,Maruti Ciaz VXi Plus,5.24,86523.0,Petrol,Manual,1,2016.0,1462.0,5.0
3434,Hyundai i10 Sportz,2.27,76974.0,Petrol,Manual,2,2012.0,1498.0,7.0
3435,Honda City 1.5 S MT,2.13,112308.0,Petrol,Manual,3,2008.0,2199.0,5.0
3436,Maruti Swift Dzire VXI,2.92,42278.0,Petrol,Manual,1,2012.0,1451.0,5.0
3437,Hyundai Creta 1.6 CRDi SX,8.29,65308.0,Diesel,Manual,1,2016.0,1248.0,7.0
3438,Toyota Innova Crysta 2.4 ZX MT BSIV,14.99,83519.0,Diesel,Manual,1,2016.0,2499.0,7.0
3439,Renault Duster 110PS Diesel RxZ,3.52,133159.0,Diesel,Manual,1,2013.0,1997.0,5.0
3440,Maruti Ertiga CNG VXI,9.06,55481.0,Cng,Manual,1,2020.0,998.0,7.0
3441,MG Astor Super CVT,12.27,7046.0,Petrol,Automatic,1,2021.0,1493.0,5.0
3442,Kia Carnival Prestige,28.21,9762.0,Diesel,Automatic,1,2021.0,1248.0,5.0
3443,MG Hector Sharp DCT,18.35,12144.0,Petrol,Automatic,1,2021.0,1248.0,5.0
3444,Maruti SX4 S Cross Zeta DDiS 200 SH,6.86,117585.0,Diesel,Manual,1,2017.0,1120.0,5.0
3445,Ford Endeavour 2.5L 4X2 MT,6.46,205129.0,Diesel,Manual,1,2014.0,1193.0,5.0
3446,Mahindra Scorpio 1.99 S10,8.47,53076.0,Diesel,Manual,2,2016.0,1498.0,5.0
3447,Maruti Celerio VXI CNG BSIV,4.28,84346.0,Cng,Manual,1,2018.0,1968.0,5.0
3448,Mahindra TUV 300 T8,5.01,97865.0,Diesel,Manual,1,2015.0,814.0,5.0
3449,Maruti Swift VDI BSIV,2.07,89807.0,Diesel,Manual,1,2010.0,1396.0,7.0
3450,Maruti Swift Dzire VDI,3.27,99121.0,Diesel,Manual,3,2014.0,2199.0,5.0
3451,Hyundai Grand i10 CRDi Magna,3.6,97497.0,Diesel,Manual,1,2016.0,1498.0,5.0
3452,Tata Indigo GLX BS III,11.0,48863.0,Petrol,Manual,1,2010.0,1364.0,5.0
3453,Honda City i DTEC E,4.28,133384.0,Diesel,Manual,1,2014.0,1582.0,5.0
3454,Audi A6 35 TDI Technology,10.59,94235.0,Diesel,Automatic,3,2012.0,1248.0,5.0
3455,Hyundai EON Magna Plus,2.46,26995.0,Petrol,Manual,1,2015.0,1461.0,5.0
3456,Hyundai i20 Asta 1.4 CRDi,4.93,93763.0,Diesel,Manual,1,2015.0,998.0,5.0
3457,Hyundai Santa Fe 4WD AT,9.38,133491.0,Diesel,Automatic,3,2015.0,1197.0,5.0
3458,Volkswagen Polo 1.5 TDI Highline,3.74,73323.0,Diesel,Manual,3,2015.0,799.0,5.0
3459,Toyota Etios Liva GD,3.87,141059.0,Diesel,Manual,2,2015.0,1498.0,5.0
3460,Hyundai Verna 1.6 CRDi EX MT,2.89,178989.0,Diesel,Manual,1,2011.0,1998.0,5.0
3461,Maruti Swift Dzire VDI,3.68,129195.0,Diesel,Manual,1,2013.0,1968.0,5.0
3462,Renault Duster 85PS Diesel RxL,3.16,73331.0,Diesel,Manual,2,2013.0,1248.0,5.0
3463,Maruti Celerio VXI,2.49,75088.0,Petrol,Manual,1,2014.0,998.0,5.0
3464,Hyundai Grand i10 Magna,3.23,60609.0,Petrol,Manual,1,2015.0,1995.0,5.0
3465,Renault KWID RXE,2.19,48448.0,Petrol,Manual,1,2015.0,998.0,5.0
3466,Ford Ecosport 1.5 DV5 MT Titanium Optional,5.33,112525.0,Diesel,Manual,1,2015.0,1956.0,7.0
3467,Chevrolet Cruze LT,2.66,97095.0,Diesel,Manual,3,2012.0,2179.0,5.0
3468,Audi A4 2.0 TDI,8.03,114450.0,Diesel,Automatic,3,2013.0,998.0,5.0
3469,Maruti Swift VDI BSIV,1.62,177180.0,Diesel,Manual,3,2010.0,1497.0,5.0
3470,Maruti Wagon R LXI CNG,2.59,122702.0,Cng,Manual,1,2016.0,1248.0,5.0
3471,BMW 3 Series 320d,5.19,145228.0,Diesel,Automatic,1,2010.0,2993.0,5.0
3472,Maruti Alto K10 2010-2014 VXI,1.44,11026.0,Petrol,Manual,1,2011.0,796.0,5.0
3473,MG Hector Sharp Diesel MT,18.89,5216.0,Diesel,Manual,1,2022.0,1586.0,5.0
3474,Tata Sumo MKII GX BS IV,2.78,39732.0,Diesel,Manual,1,2011.0,1248.0,5.0
3475,Maruti Alto K10 VXI,3.61,26360.0,Petrol,Manual,1,2019.0,1462.0,7.0
3476,Honda City V MT AVN,7.25,55360.0,Petrol,Manual,1,2017.0,2179.0,5.0
3477,Maruti Swift Dzire LDI,2.97,101417.0,Diesel,Manual,2,2015.0,1968.0,5.0
3478,BMW 7 Series 730Ld,12.97,104033.0,Diesel,Automatic,3,2010.0,1498.0,5.0
3479,Maruti Alto LX,1.11,73411.0,Petrol,Manual,3,2011.0,1199.0,5.0
3480,Maruti SX4 Zxi BSIII,2.1,19844.0,Petrol,Manual,1,2008.0,1498.0,5.0
3481,Maruti Swift VDI,3.3,107497.0,Diesel,Manual,1,2012.0,1995.0,5.0
3482,Maruti Ciaz Delta BSIV,6.26,86272.0,Petrol,Manual,1,2018.0,1582.0,5.0
3483,Tata Hexa XT,8.86,82455.0,Diesel,Manual,2,2017.0,2143.0,5.0
3484,Audi Q3 35 TDI Quattro Premium Plus,25.48,40996.0,Diesel,Automatic,1,2019.0,1462.0,5.0
3485,Honda Amaze SX i-DTEC,3.56,182628.0,Diesel,Manual,1,2016.0,1197.0,5.0
3486,Volkswagen Polo Diesel Comfortline 1.2L,1.92,80615.0,Diesel,Manual,4,2011.0,1197.0,5.0
3487,Honda City i DTEC VX,5.29,119391.0,Diesel,Manual,1,2015.0,1497.0,7.0
3488,BMW 3 Series 320d Sport Line,9.93,169917.0,Diesel,Automatic,3,2012.0,2494.0,5.0
3489,Hyundai Verna CRDi 1.6 AT SX Option,11.95,28235.0,Diesel,Automatic,2,2020.0,796.0,5.0
3490,Mercedes-Benz C-Class 220 CDI AT,11.36,86063.0,Diesel,Automatic,1,2014.0,1498.0,7.0
3491,Toyota Urban cruiser Premium AT,10.72,9711.0,Petrol,Automatic,1,2021.0,2393.0,5.0
3492,Maruti Swift VXI,3.62,108590.0,Petrol,Manual,1,2015.0,1197.0,5.0
