Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,zscore
1575,Maruti Ertiga VXI CNG,7.25,44000.0,Cng,Manual,1,2016.0,1497.0,5.0,-0.22442471842527387
1576,Ford Figo Diesel Titanium,1.93,86483.0,Diesel,Manual,3,2014.0,1997.0,5.0,-0.4940796563173169
1577,Honda City Edge Edition SV,9.0,20000.0,Petrol,Manual,1,2019.0,1598.0,5.0,-0.13572243622394392
1578,Jaguar XF 2.0 Petrol Prestige,47.0,7500.0,Petrol,Automatic,1,2020.0,2755.0,7.0,1.7903842630049347
1579,Renault Duster Petrol RxL,5.75,49000.0,Petrol,Manual,2,2017.0,1462.0,7.0,-0.3004552460264138
1580,Toyota Innova Crysta 2.8 GX AT BSIV,18.75,26000.0,Diesel,Automatic,1,2018.0,4461.0,7.0,0.35847599318346574
1581,Maruti Ertiga CNG VXI,6.75,65000.0,Cng,Manual,1,2015.0,1197.0,5.0,-0.24976822762565384
1582,Toyota Land Cruiser VX,158.0,56000.0,Diesel,Automatic,1,2018.0,1248.0,5.0,7.416643305489291
1583,Toyota Glanza G,6.06,40252.0,Petrol,Manual,1,2020.0,1582.0,5.0,-0.28474227032217825
1584,Maruti Swift VDI BSIV,3.23,97947.0,Diesel,Manual,2,2014.0,1197.0,5.0,-0.4281865323963289
1585,Hyundai Creta 1.6 CRDi AT SX Plus,7.16,150715.0,Diesel,Automatic,1,2015.0,1968.0,5.0,-0.22898655008134225
1586,Hyundai i10 Sportz,1.58,102820.0,Petrol,Manual,1,2010.0,1462.0,7.0,-0.5118201127575829
1587,Skoda New Laura Ambiente 2.0 TDI CR AT,2.53,109403.0,Diesel,Automatic,3,2012.0,1993.0,5.0,-0.46366744527686093
1588,Maruti Ertiga VXI AT,8.58,37377.0,Petrol,Automatic,1,2019.0,1197.0,5.0,-0.15701098395226312
1589,Mercedes-Benz C-Class C 220d,62.0,4000.0,Diesel,Automatic,1,2022.0,1461.0,5.0,2.5506895390163344
1590,Maruti Swift Dzire VXI,3.67,84728.0,Petrol,Manual,2,2015.0,1968.0,5.0,-0.40588424429999453
1591,Renault Duster 85PS Diesel RxE,3.24,53548.0,Diesel,Manual,2,2013.0,1497.0,5.0,-0.42767966221232134
1592,Audi A6 2.0 TDI,16.19,29397.0,Diesel,Automatic,1,2014.0,1197.0,5.0,0.2287172260775203
1593,Honda City i VTEC CVT VX,7.75,64000.0,Petrol,Automatic,1,2016.0,1997.0,7.0,-0.1990812092248939
1594,Hyundai Grand i10 Asta,4.06,30346.0,Petrol,Manual,1,2016.0,1248.0,5.0,-0.38611630712369815
1595,Mahindra XUV500 W10 1.99 mHawk,10.63,42119.0,Diesel,Manual,1,2017.0,1396.0,5.0,-0.05310259623070515
1596,Maruti Swift Dzire VDI,3.27,120450.0,Diesel,Manual,2,2014.0,1198.0,5.0,-0.42615905166029855
1597,Hyundai Creta 1.4 CRDi S,8.35,70000.0,Diesel,Manual,1,2017.0,1991.0,4.0,-0.16866899818443792
1598,Honda Amaze S i-Vtech,4.4,59534.0,Petrol,Manual,2,2015.0,1373.0,5.0,-0.36888272086743973
1599,Chevrolet Cruze LTZ AT,6.5,90000.0,Diesel,Automatic,2,2016.0,2494.0,8.0,-0.26243998222584386
1600,Maruti Ciaz 1.4 Zeta,7.5,63001.0,Petrol,Manual,1,2017.0,1950.0,5.0,-0.21175296382508388
1601,Toyota Innova 2.5 VX (Diesel) 8 Seater,13.5,153000.0,Diesel,Manual,1,2014.0,1197.0,5.0,0.09236914657947591
1602,Mercedes-Benz C-Class Progressive C 220d,16.0,65000.0,Diesel,Automatic,1,2014.0,1462.0,6.0,0.21908669258137584
1603,Hyundai Grand i10 Asta Option,4.6,60000.0,Petrol,Manual,2,2015.0,1968.0,5.0,-0.3587453171872878
1604,Maruti XL6 Zeta,11.0,17000.0,Petrol,Manual,1,2021.0,1197.0,5.0,-0.034348399422424
1605,Audi A4 2.0 TDI,13.0,55000.0,Diesel,Automatic,3,2013.0,1997.0,7.0,0.06702563737909593
1606,Hyundai i20 Petrol Asta Option,7.9,24000.0,Petrol,Manual,1,2019.0,1298.0,5.0,-0.19147815646477986
1607,Mahindra XUV500 W10 1.99 mHawk,12.0,102000.0,Diesel,Manual,1,2016.0,1199.0,5.0,0.016338618978335964
1608,Maruti Swift 1.3 VXi,3.2,40000.0,Petrol,Manual,1,2010.0,999.0,7.0,-0.4297071429483518
1609,Tata Tiago 1.2 Revotron XM,3.05,92195.0,Petrol,Manual,1,2016.0,1598.0,5.0,-0.4373101957084657
1610,Renault Triber RXL EASY-R AMT,6.65,13780.0,Petrol,Automatic,1,2020.0,1798.0,5.0,-0.25483692946572983
1611,Skoda Rapid 1.6 MPI AT Ambition BSIV,9.75,24700.0,Petrol,Automatic,1,2019.0,1199.0,5.0,-0.09770717242337396
1612,Skoda Octavia 1.8 TSI AT Style,19.5,41000.0,Petrol,Automatic,1,2019.0,1582.0,5.0,0.3964912569840357
1613,Honda Jazz V CVT,6.8,18000.0,Petrol,Automatic,2,2017.0,1373.0,5.0,-0.24723387670561586
1614,Hyundai Creta 1.6 CRDi AT SX Plus,12.25,7000.0,Diesel,Automatic,1,2016.0,1248.0,5.0,0.029010373578525955
1615,Maruti Ciaz 1.4 AT Alpha,9.5,39600.0,Petrol,Automatic,1,2018.0,1197.0,5.0,-0.11037892702356394
1616,Maruti Swift VDI BSIV,6.9,39500.0,Diesel,Manual,1,2018.0,2755.0,7.0,-0.24216517486553985
1617,Maruti Swift Dzire AMT ZXI Plus,8.75,11800.0,Petrol,Automatic,1,2020.0,1969.0,5.0,-0.1483941908241339
1618,Toyota Fortuner 2.8 2WD MT BSIV,28.05,77000.0,Diesel,Manual,2,2017.0,2982.0,7.0,0.8298652643105334
1619,Volvo S60 D4 KINETIC,16.8,99000.0,Diesel,Automatic,1,2017.0,1497.0,5.0,0.25963630730198384
1620,Toyota Fortuner 4x2 Manual,16.1,177000.0,Diesel,Manual,1,2014.0,1497.0,5.0,0.22415539442145188
1621,Kia Seltos HTX G,13.9,43000.0,Petrol,Manual,1,2019.0,1995.0,5.0,0.11264395393977991
1622,Mahindra XUV300 W8 Diesel BSIV,12.6,40000.0,Diesel,Manual,1,2019.0,1968.0,5.0,0.046750830018791927
1623,BMW X1 sDrive 20d xLine,32.5,65000.0,Diesel,Automatic,1,2019.0,1248.0,5.0,1.0554224961939151
1624,Audi A3 35 TDI Premium Plus,25.8,39000.0,Diesel,Automatic,1,2020.0,1497.0,7.0,0.7158194729088235
1625,Maruti Vitara Brezza ZDi,9.8,48000.0,Diesel,Manual,1,2018.0,1582.0,5.0,-0.09517282150333592
1626,Mahindra Marazzo M2 BSIV,10.25,77000.0,Diesel,Manual,1,2019.0,1493.0,7.0,-0.07236366322299398
1627,Hyundai Creta 1.6 CRDi SX Plus,10.25,52000.0,Diesel,Manual,1,2018.0,1498.0,7.0,-0.07236366322299398
1628,Mahindra TUV 300 T10,9.7,27000.0,Diesel,Manual,1,2018.0,1497.0,5.0,-0.10024152334341199
1629,Honda BR-V i-DTEC V MT,9.65,47000.0,Diesel,Manual,1,2018.0,1498.0,5.0,-0.10277587426344993
1630,Tata Nexon 1.5 Revotorq XZ Plus,9.55,42000.0,Diesel,Manual,2,2019.0,1591.0,5.0,-0.10784457610352591
1631,Honda WR-V i-DTEC VX,9.3,42000.0,Diesel,Manual,1,2018.0,1598.0,5.0,-0.12051633070371591
1632,Hyundai Creta 1.6 VTVT SX Plus,8.95,48000.0,Petrol,Manual,1,2016.0,1198.0,5.0,-0.13825678714398196
1633,Maruti SX4 S Cross DDiS 320 Zeta,8.55,59000.0,Diesel,Manual,1,2017.0,1493.0,7.0,-0.1585315945042859
1634,Tata Nexon 1.2 Revotron XM,8.35,27000.0,Petrol,Manual,1,2019.0,999.0,7.0,-0.16866899818443792
1635,Mahindra TUV 300 T8,8.0,44000.0,Diesel,Manual,1,2016.0,1248.0,7.0,-0.1864094546247039
1636,Renault Triber RXZ EASY-R AMT,8.0,5000.0,Petrol,Automatic,1,2021.0,1498.0,5.0,-0.1864094546247039
1637,Maruti Ertiga ZDI,7.4,78000.0,Diesel,Manual,1,2013.0,1497.0,7.0,-0.21682166566515987
1638,Ford Ecosport 1.5 TDCi Titanium Plus BE BSIV,7.0,57000.0,Diesel,Manual,1,2016.0,999.0,5.0,-0.23709647302546386
1639,Honda Mobilio V Option i-VTEC,6.05,48000.0,Petrol,Manual,2,2014.0,1498.0,5.0,-0.2852491405061858
1640,Ford Ecosport 1.0 Ecoboost Titanium Optional,5.9,56000.0,Petrol,Manual,1,2014.0,1461.0,5.0,-0.2928521932662998
1641,Volkswagen Vento 1.5 TDI Highline,5.5,15000.0,Diesel,Manual,1,2013.0,1497.0,5.0,-0.3131270006266038
1642,Renault Duster 110PS Diesel RXZ Optional with Nav,5.65,77000.0,Diesel,Manual,2,2012.0,2179.0,5.0,-0.3055239478664898
1643,Honda City i-VTEC V,8.5,60000.0,Petrol,Manual,1,2018.0,1198.0,5.0,-0.16106594542432393
1644,Land Rover Range Rover Evoque 2.2L Pure,20.0,65000.0,Diesel,Automatic,2,2013.0,1199.0,5.0,0.4218347661844157
1645,Honda Jazz X,3.9,61985.0,Petrol,Manual,1,2012.0,1197.0,5.0,-0.39422623006781976
1646,Honda Amaze V Petrol BSIV,8.2,19000.0,Petrol,Manual,1,2019.0,1199.0,5.0,-0.17627205094455195
1647,Maruti Swift Dzire VXI 1.2,7.5,30000.0,Petrol,Manual,1,2019.0,1197.0,5.0,-0.21175296382508388
1648,Honda Jazz 1.2 S i VTEC,7.0,41000.0,Petrol,Manual,1,2018.0,1197.0,5.0,-0.23709647302546386
1649,Hyundai Grand i10 Nios Sportz,6.75,6834.0,Petrol,Manual,1,2020.0,1591.0,5.0,-0.24976822762565384
1650,Maruti Swift Dzire VXI,3.7,112160.0,Petrol,Manual,1,2013.0,1462.0,5.0,-0.40436363374797174
1651,Hyundai Creta 1.6 SX Automatic,11.0,16118.0,Petrol,Automatic,1,2018.0,1461.0,5.0,-0.034348399422424
1652,Maruti Ciaz Alpha,9.9,47000.0,Petrol,Manual,1,2020.0,1598.0,5.0,-0.09010411966325994
1653,Renault Duster 110PS Diesel RxZ,4.2,80000.0,Diesel,Manual,2,2012.0,1462.0,5.0,-0.37902012454759176
1654,Skoda Rapid 1.6 MPI Active BSIV,8.93,24000.0,Petrol,Manual,1,2020.0,998.0,5.0,-0.13927052751199714
1655,Maruti Ciaz Alpha Automatic BSIV,8.65,46000.0,Petrol,Automatic,1,2018.0,1197.0,5.0,-0.1534628926642099
1656,Maruti Baleno RS 1.0 Petrol,7.85,30000.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.1940125073848179
1657,Hyundai i20 Active 1.2 SX,7.65,30000.0,Petrol,Manual,1,2017.0,1396.0,5.0,-0.20414991106496985
1658,Maruti Swift Dzire ZXI 1.2,7.55,31000.0,Petrol,Manual,1,2017.0,1248.0,5.0,-0.2092186129050459
1659,Hyundai Elite i20 2018 Diesel Asta Option,7.5,46000.0,Diesel,Manual,1,2018.0,1199.0,5.0,-0.21175296382508388
1660,Maruti Baleno 1.3 Zeta,7.43,44000.0,Diesel,Manual,1,2016.0,1498.0,5.0,-0.2153010551131371
1661,Honda Jazz V,7.3,40000.0,Petrol,Manual,1,2019.0,1197.0,5.0,-0.22189036750523589
1662,Honda City i DTec S,7.05,39000.0,Diesel,Manual,1,2016.0,1197.0,5.0,-0.23456212210542587
1663,Hyundai i20 Asta 1.2,4.5,63759.0,Petrol,Manual,1,2013.0,1199.0,5.0,-0.36381401902736377
1664,Hyundai i20 Active S Petrol,6.99,29000.0,Petrol,Manual,2,2018.0,1197.0,5.0,-0.23760334320947146
1665,Honda Jazz 1.2 SV i VTEC,6.95,42000.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.23963082394550186
1666,Hyundai i20 Sportz 1.2,6.75,37000.0,Petrol,Manual,1,2017.0,1497.0,5.0,-0.24976822762565384
1667,Maruti Swift VXI,6.75,40000.0,Petrol,Manual,1,2019.0,1199.0,5.0,-0.24976822762565384
1668,Honda City i VTEC SV,6.45,33000.0,Petrol,Manual,1,2014.0,998.0,5.0,-0.2649743331458818
1669,Honda Jazz 1.2 S i VTEC,6.4,26000.0,Petrol,Manual,1,2018.0,1373.0,5.0,-0.2675086840659198
1670,Hyundai Venue SX Plus Turbo DCT DT,11.95,24000.0,Petrol,Automatic,1,2021.0,1497.0,7.0,0.01380426805829793
1671,Maruti Ciaz VXi,4.5,156596.0,Petrol,Manual,1,2015.0,1798.0,5.0,-0.36381401902736377
1672,Honda BR-V i-VTEC VX MT,5.8,98778.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.2979208951063758
1673,Skoda Superb Elegance 1.8 TSI AT,8.0,145000.0,Petrol,Automatic,2,2010.0,1968.0,5.0,-0.1864094546247039
1674,Hyundai i20 1.2 Asta Option,7.9,26000.0,Petrol,Manual,1,2018.0,1197.0,5.0,-0.19147815646477986
1675,Skoda Octavia 2.0 TDI AT Style Plus,17.5,60000.0,Diesel,Automatic,2,2017.0,1199.0,5.0,0.2951172201825158
1676,Maruti Baleno 1.2 Zeta,5.6,560000.0,Petrol,Manual,1,2017.0,1199.0,5.0,-0.30805829878652785
1677,Honda Jazz 1.2 VX i VTEC,6.35,45000.0,Petrol,Manual,1,2017.0,1598.0,5.0,-0.27004303498595783
1678,Tata Tiago XZA,6.25,27000.0,Petrol,Automatic,1,2019.0,1798.0,5.0,-0.27511173682603385
1679,Skoda Rapid 1.6 MPI AT Ambition BSIV,8.6,43000.0,Petrol,Automatic,1,2018.0,1968.0,5.0,-0.15599724358424794
1680,Toyota Corolla Altis GL MT,9.9,37000.0,Petrol,Manual,1,2015.0,1197.0,5.0,-0.09010411966325994
1681,Audi Q3 2.0 TDI Quattro Premium Plus,19.9,46000.0,Diesel,Automatic,1,2014.0,1199.0,5.0,0.4167660643443396
1682,Hyundai i10 Sportz AT,2.8,51366.0,Petrol,Automatic,1,2011.0,1497.0,5.0,-0.4499819503086557
1683,Honda Jazz 1.2 V AT i VTEC,6.3,77331.0,Petrol,Automatic,1,2017.0,1984.0,5.0,-0.27257738590599584
1684,Honda City i VTEC V,6.3,77783.0,Petrol,Manual,1,2016.0,1493.0,7.0,-0.27257738590599584
1685,Skoda Superb LK 2.0 TDI AT,22.5,44000.0,Diesel,Automatic,1,2016.0,1198.0,5.0,0.5485523121863156
1686,Mahindra TUV 300 T10 AMT,6.25,56276.0,Diesel,Automatic,2,2018.0,1248.0,5.0,-0.27511173682603385
1687,Honda Brio V MT,2.9,44408.0,Petrol,Manual,2,2012.0,999.0,5.0,-0.4449132484685797
1688,Tata Manza Aqua Quadrajet,1.5,80000.0,Diesel,Manual,1,2010.0,1368.0,5.0,-0.5158750742296436
1689,Volkswagen Ameo 1.0 MPI Highline Plus,6.1,20000.0,Petrol,Manual,1,2019.0,2198.0,7.0,-0.2827147895861479
1690,Jeep Compass 1.4 Limited Opt DCT,23.9,19000.0,Petrol,Automatic,1,2021.0,1462.0,5.0,0.6195141379473795
1691,Ford Endeavour 2.2 Titanium AT 4X2,27.0,73500.0,Diesel,Automatic,1,2019.0,1248.0,5.0,0.7766438949897354
1692,Maruti Ciaz Delta Automatic BSIV,8.1,28783.0,Petrol,Automatic,1,2019.0,1422.0,5.0,-0.1813407527846279
1693,Maruti Vitara Brezza ZDi,9.75,43000.0,Diesel,Manual,1,2018.0,1197.0,5.0,-0.09770717242337396
1694,Skoda Fabia 1.4 TDI Classic,1.5,117500.0,Diesel,Manual,2,2010.0,1198.0,5.0,-0.5158750742296436
1695,Maruti Swift Dzire VXi AT,4.5,46352.0,Petrol,Automatic,1,2012.0,1197.0,5.0,-0.36381401902736377
1696,Volkswagen Ameo 1.2 MPI Comfortline Plus,4.4,84123.0,Petrol,Manual,1,2017.0,796.0,5.0,-0.36888272086743973
1697,Hyundai i20 Asta Option BSIV,7.8,22773.0,Petrol,Manual,1,2019.0,1199.0,5.0,-0.1965468583048559
1698,Maruti Alto 800 LXI,3.0,20000.0,Petrol,Manual,2,2017.0,2143.0,5.0,-0.4398445466285037
1699,Chevrolet Beat LT,1.75,77075.0,Petrol,Manual,3,2011.0,999.0,5.0,-0.5032033196294536
1700,Mercedes-Benz GLC Progressive 220d,43.0,38000.0,Diesel,Automatic,1,2018.0,2143.0,5.0,1.5876361894018949
1701,Renault KWID 1.0 RXT,2.1,70000.0,Petrol,Manual,1,2016.0,1242.0,5.0,-0.4854628631891877
1702,Mercedes-Benz GLA Class 200 d Sport,20.5,40000.0,Diesel,Automatic,1,2016.0,1197.0,5.0,0.44717827538479565
1704,Hyundai Grand i10 Magna,3.85,60000.0,Petrol,Manual,1,2016.0,998.0,5.0,-0.39676058098785777
1705,Maruti Alto LXi,1.85,19521.0,Petrol,Manual,1,2008.0,2393.0,7.0,-0.4981346177893777
1706,Maruti Alto K10 VXI AMT,3.8,19800.0,Petrol,Automatic,2,2017.0,1364.0,5.0,-0.3992949319078958
1707,Toyota Innova Crysta 2.4 G MT,19.75,50000.0,Diesel,Manual,1,2019.0,1497.0,5.0,0.4091630115842257
1708,Toyota Etios VXD,5.85,50000.0,Diesel,Manual,1,2012.0,1493.0,7.0,-0.29538654418633786
1709,Honda City i-VTEC VX,10.5,37000.0,Petrol,Manual,1,2019.0,1498.0,5.0,-0.059691908622803984
1710,Mahindra TUV 300 T10,8.0,40000.0,Diesel,Manual,1,2019.0,1497.0,5.0,-0.1864094546247039
1711,Honda WR-V i-DTEC S,8.25,10700.0,Diesel,Manual,1,2017.0,1197.0,5.0,-0.1737377000245139
1712,Honda City i VTEC V,6.1,31800.0,Petrol,Manual,1,2014.0,1199.0,5.0,-0.2827147895861479
1713,Maruti Baleno 1.2 Zeta,5.79,32400.0,Petrol,Manual,1,2016.0,1197.0,5.0,-0.2984277652903834
1714,Honda Amaze VX Petrol,7.85,4700.0,Petrol,Manual,1,2020.0,1248.0,5.0,-0.1940125073848179
1715,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.25,33500.0,Petrol,Manual,1,2018.0,1582.0,5.0,-0.3257987552267938
1716,Maruti Swift Dzire VDI,6.99,54800.0,Diesel,Manual,1,2018.0,998.0,5.0,-0.23760334320947146
1717,Hyundai Verna CRDi 1.6 EX,7.99,44000.0,Diesel,Manual,1,2017.0,1199.0,5.0,-0.18691632480871148
1718,Maruti Wagon R VXI BS IV,4.15,19000.0,Petrol,Manual,1,2014.0,1197.0,5.0,-0.3815544754676298
1719,Honda Jazz VX CVT,7.89,22000.0,Petrol,Automatic,1,2019.0,1199.0,5.0,-0.1919850266487875
1720,Hyundai i20 Sportz,7.85,12900.0,Petrol,Manual,1,2020.0,998.0,5.0,-0.1940125073848179
1721,Honda Amaze V CVT Petrol BSIV,7.8,22700.0,Petrol,Automatic,1,2019.0,1086.0,5.0,-0.1965468583048559
1722,Maruti Zen Estilo VXI BSIV,1.89,69000.0,Petrol,Manual,2,2010.0,1197.0,5.0,-0.49610713705334725
1723,Hyundai Santro Xing GL Plus,2.69,60000.0,Petrol,Manual,1,2012.0,1497.0,5.0,-0.45555752233273933
1724,Hyundai i20 Sportz,9.0,9500.0,Petrol,Manual,1,2020.0,1497.0,5.0,-0.13572243622394392
1725,Honda City i-VTEC SV,9.8,15000.0,Petrol,Manual,1,2021.0,2393.0,7.0,-0.09517282150333592
1726,Kia Seltos HTK Plus G,12.6,19000.0,Petrol,Manual,1,2020.0,1196.0,5.0,0.046750830018791927
1727,Toyota Innova Crysta 2.4 ZX 7 STR AT,30.5,3500.0,Diesel,Automatic,1,2022.0,998.0,5.0,0.9540484593923954
1728,Ford Figo Petrol ZXI,1.9,81721.0,Petrol,Manual,1,2010.0,1196.0,5.0,-0.49560026686933967
1729,Maruti Zen Estilo LXI BS IV,2.1,109656.0,Petrol,Manual,1,2012.0,998.0,5.0,-0.4854628631891877
1730,Ford Figo Petrol ZXI,1.95,87955.0,Petrol,Manual,1,2012.0,1197.0,5.0,-0.4930659159493017
1731,Maruti Alto K10 VXI AMT,3.3,50000.0,Petrol,Automatic,1,2015.0,2993.0,5.0,-0.4246384411082757
1732,Maruti Swift Dzire AMT ZXI Plus,8.0,12990.0,Petrol,Automatic,1,2019.0,2987.0,7.0,-0.1864094546247039
1733,BMW 5 Series 530d M Sport,29.99,75099.0,Diesel,Automatic,1,2014.0,1498.0,5.0,0.9281980800080076
1734,Mercedes-Benz GL-Class 350 CDI Luxury,14.5,120000.0,Diesel,Automatic,1,2010.0,1197.0,5.0,0.14305616498023588
1735,Skoda Rapid 1.5 TDI AT Elegance Black Package,5.95,70000.0,Diesel,Automatic,2,2015.0,1330.0,5.0,-0.2903178423462618
1736,Hyundai i20 Asta,2.5,90000.0,Petrol,Manual,2,2009.0,1591.0,5.0,-0.46518805582888373
1737,Renault Duster RXS Turbo CVT,12.5,10000.0,Petrol,Automatic,2,2021.0,1598.0,5.0,0.04168212817871595
1738,Hyundai Creta 1.6 SX Automatic,12.75,44000.0,Petrol,Automatic,1,2018.0,1198.0,5.0,0.05435388277890594
1739,Skoda Rapid Ultima 1.6 MPI AT Elegance,6.89,29500.0,Petrol,Automatic,1,2013.0,1493.0,7.0,-0.24267204504954748
1740,Honda Brio V MT,3.15,81200.0,Petrol,Manual,1,2013.0,1498.0,5.0,-0.4322414938683897
1741,Mahindra TUV 300 mHAWK100 T8 AMT,7.0,50000.0,Diesel,Automatic,1,2016.0,1199.0,5.0,-0.23709647302546386
1742,Volkswagen Vento 1.5 TDI Highline AT,6.1,141383.0,Diesel,Automatic,1,2016.0,1582.0,5.0,-0.2827147895861479
1743,Honda Amaze VX CVT Petrol BSIV,8.0,34392.0,Petrol,Automatic,1,2019.0,1197.0,5.0,-0.1864094546247039
1744,Hyundai Verna SX CRDi AT,6.0,90000.0,Diesel,Automatic,1,2013.0,1998.0,5.0,-0.28778349142622384
1745,Hyundai Grand i10 Magna,3.9,47681.0,Petrol,Manual,1,2014.0,1086.0,5.0,-0.39422623006781976
1746,Mini Cooper Countryman Cooper S,40.99,25900.0,Petrol,Automatic,1,2019.0,993.0,5.0,1.4857552824163676
1747,Hyundai Santro Xing GL,1.55,120000.0,Petrol,Manual,3,2009.0,1197.0,5.0,-0.5133407233096057
1749,Hyundai i10 Asta,3.35,41525.0,Petrol,Manual,2,2011.0,1353.0,5.0,-0.42210409018823775
1750,Tata Altroz XZ Diesel,8.9,15000.0,Diesel,Manual,1,2021.0,1956.0,5.0,-0.1407911380640199
1751,Kia Seltos GTX DCT,18.25,11000.0,Petrol,Automatic,1,2021.0,1498.0,5.0,0.33313248398308576
1752,Jeep Compass 2.0 Limited,19.5,29990.0,Diesel,Manual,1,2019.0,1493.0,5.0,0.3964912569840357
1753,Honda City ZX CVT,14.5,25000.0,Petrol,Automatic,1,2020.0,1498.0,5.0,0.14305616498023588
1754,Hyundai Verna SX AT Diesel,15.0,20000.0,Diesel,Automatic,1,2022.0,1498.0,5.0,0.16839967418061585
1755,Ford Figo 1.5D Base MT,4.0,90000.0,Diesel,Manual,2,2016.0,1497.0,5.0,-0.38915752822774374
1756,Honda WR-V i-DTEC VX,8.75,80000.0,Diesel,Manual,1,2018.0,2179.0,8.0,-0.1483941908241339
1757,Honda City i VTEC CVT VX,8.5,50000.0,Petrol,Automatic,2,2016.0,1798.0,5.0,-0.16106594542432393
1758,Mahindra Scorpio SLE BSIV,4.8,90000.0,Diesel,Manual,2,2010.0,1197.0,5.0,-0.34860791350713577
1759,Toyota Corolla Altis G AT,9.26,70000.0,Petrol,Automatic,2,2015.0,999.0,5.0,-0.12254381143974635
1760,Maruti Ignis Delta AMT,6.0,20000.0,Petrol,Automatic,1,2020.0,796.0,5.0,-0.28778349142622384
1761,Skoda Rapid 1.0 TSI Style AT,9.9,25000.0,Petrol,Automatic,1,2018.0,1968.0,5.0,-0.09010411966325994
1762,Maruti Alto LXi,1.0,60000.0,Petrol,Manual,2,2006.0,1497.0,5.0,-0.5412185834300236
1763,Audi Q3 35 TDI Quattro Premium,22.05,56000.0,Diesel,Automatic,1,2015.0,1496.0,5.0,0.5257431539059737
1764,Honda City i VTEC CVT VX,8.5,53000.0,Petrol,Automatic,1,2016.0,1968.0,5.0,-0.16106594542432393
1765,Ford Ecosport Sports Petrol,9.7,10000.0,Petrol,Manual,1,2020.0,2393.0,7.0,-0.10024152334341199
1766,Audi A4 2.0 TDI Multitronic,10.5,110000.0,Diesel,Automatic,1,2012.0,1598.0,5.0,-0.059691908622803984
1767,Toyota Innova Crysta 2.4 ZX MT BSIV,22.0,99990.0,Diesel,Manual,1,2018.0,1995.0,5.0,0.5232088029859356
1768,Skoda Rapid 1.6 MPI Elegance Plus Black Package,4.2,68000.0,Petrol,Manual,2,2014.0,1197.0,5.0,-0.37902012454759176
1769,BMW 5 Series 520d Modern Line,21.0,68500.0,Diesel,Automatic,4,2014.0,999.0,5.0,0.47252178458517563
1770,Maruti Swift ZXi BSIV,5.75,50599.0,Petrol,Manual,2,2015.0,1497.0,5.0,-0.3004552460264138
1771,Volkswagen Polo 1.0 MPI Comfortline,4.85,54431.0,Petrol,Manual,2,2015.0,1498.0,5.0,-0.3460735625870978
1772,Honda City i-VTEC CVT VX,9.5,65855.0,Petrol,Automatic,1,2019.0,0.0,5.0,-0.11037892702356394
1773,Ford Ecosport 1.5 DV5 MT Titanium,4.85,113706.0,Diesel,Manual,2,2014.0,2523.0,8.0,-0.3460735625870978
1774,Tata Nexon EV Prime XZ Plus LUX,14.5,40000.0,Electric,Automatic,1,2020.0,1497.0,8.0,0.14305616498023588
1775,Mahindra Scorpio EX,5.5,100000.0,Diesel,Manual,2,2012.0,1599.0,5.0,-0.3131270006266038
1776,Mahindra Marazzo M6 Plus 8Str,14.85,36700.0,Diesel,Manual,1,2021.0,2393.0,7.0,0.16079662142050186
1777,Hyundai Verna 1.6 i ABS,2.5,40000.0,Petrol,Manual,2,2009.0,2755.0,7.0,-0.46518805582888373
1778,Toyota Innova Crysta 2.4 VX MT,24.5,50000.0,Diesel,Manual,1,2020.0,1197.0,5.0,0.6499263489878355
1780,Toyota Innova Crysta 2.8 ZX AT BSIV,26.5,50000.0,Diesel,Automatic,1,2019.0,2987.0,7.0,0.7513003857893554
1781,Hyundai Grand i10 Nios Sportz,6.0,40000.0,Petrol,Manual,1,2019.0,1199.0,5.0,-0.28778349142622384
1782,Mercedes-Benz GLS 350d 4MATIC,65.0,135000.0,Diesel,Automatic,1,2018.0,1968.0,5.0,2.7027505942186143
1783,Honda Jazz 1.2 SV i VTEC,6.1,40000.0,Petrol,Manual,1,2016.0,1591.0,5.0,-0.2827147895861479
1784,Audi A6 35 TDI,33.0,15000.0,Diesel,Automatic,1,2016.0,2987.0,5.0,1.0807660053942951
1785,Hyundai Creta 1.6 SX Automatic,10.35,39000.0,Petrol,Automatic,1,2016.0,1364.0,5.0,-0.06729496138291799
1786,Mercedes-Benz GLE 350d,47.5,60000.0,Diesel,Automatic,2,2016.0,2755.0,7.0,1.8157277722053147
1787,Toyota Etios GD,3.2,120000.0,Diesel,Manual,4,2013.0,2143.0,5.0,-0.4297071429483518
1788,Toyota Innova Crysta 2.8 ZX AT BSIV,25.75,60000.0,Diesel,Automatic,1,2019.0,1995.0,5.0,0.7132851219887855
1789,Mercedes-Benz GLE 250d,49.5,45000.0,Diesel,Automatic,1,2017.0,2179.0,7.0,1.9171018090068346
1790,BMW X1 sDrive 20d xLine,36.75,23000.0,Diesel,Automatic,1,2019.0,1198.0,6.0,1.2708423243971452
1791,Mahindra XUV500 W11 AT BSIV,17.0,46952.0,Diesel,Automatic,1,2019.0,1598.0,5.0,0.2697737109821358
